mm_periodo,aa_periodo,vl_mes,id_periodo_nae,dt_solicitacao,dt_lancamento_sis,id_pessoa_lancamento_sis,dt_cancelado
11,2015,12.00,39,"2015-11-04 02:16:18","2015-11-10 09:09:26",2295,
11,2015,60.00,38,"2015-11-04 02:18:39","2015-11-10 09:03:40",2295,
11,2015,48.00,39,"2015-11-04 02:35:06","2015-11-10 08:30:21",2295,
11,2015,24.00,39,"2015-11-04 02:38:14","2015-11-10 08:20:27",2295,
11,2015,60.00,39,"2015-11-04 02:45:00","2015-11-10 12:42:52",2295,
11,2015,60.00,39,"2015-11-04 02:45:43","2015-11-10 09:55:24",2295,
11,2015,60.00,38,"2015-11-04 03:04:20","2015-11-10 11:47:50",2295,
11,2015,48.00,39,"2015-11-04 03:14:08","2015-11-10 09:22:10",2295,
11,2015,60.00,39,"2015-11-04 03:26:28","2015-11-10 08:47:18",2295,
11,2015,60.00,39,"2015-11-04 03:52:47","2015-11-10 09:24:28",2295,
11,2015,60.00,38,"2015-11-04 04:06:15","2015-11-10 09:03:08",2295,
11,2015,60.00,38,"2015-11-04 04:31:31","2015-11-10 10:56:54",2295,
11,2015,60.00,39,"2015-11-04 05:15:34","2015-11-10 12:44:03",2295,
11,2015,60.00,39,"2015-11-04 06:05:34","2015-11-10 09:19:22",2295,
11,2015,48.00,39,"2015-11-04 06:16:51","2015-11-10 09:06:21",2295,
11,2015,60.00,39,"2015-11-04 06:36:31","2015-11-10 10:30:33",2295,
11,2015,60.00,38,"2015-11-04 06:40:20","2015-11-10 09:23:40",2295,
11,2015,60.00,39,"2015-11-04 06:49:34","2015-11-10 11:14:15",2295,
11,2015,60.00,39,"2015-11-04 07:02:26","2015-11-10 08:32:33",2295,
11,2015,60.00,39,"2015-11-04 07:07:56","2015-11-10 11:11:24",2295,
11,2015,60.00,39,"2015-11-04 07:33:59","2015-11-10 09:23:47",2295,
11,2015,60.00,39,"2015-11-04 07:34:22","2015-11-10 10:33:24",2295,
11,2015,60.00,38,"2015-11-04 07:40:22","2015-11-10 09:47:49",2295,
11,2015,60.00,39,"2015-11-04 07:40:56","2015-11-10 11:16:50",2295,
11,2015,60.00,44,"2015-11-04 07:41:41","2015-11-10 12:41:43",2295,
11,2015,60.00,38,"2015-11-04 07:43:23","2015-11-10 09:02:53",2295,
11,2015,60.00,39,"2015-11-04 07:44:11","2015-11-10 11:44:36",2295,
11,2015,60.00,39,"2015-11-04 07:44:36","2015-11-10 12:18:37",2295,
11,2015,60.00,38,"2015-11-04 07:45:17","2015-11-10 10:28:58",2295,
11,2015,60.00,38,"2015-11-04 07:51:38","2015-11-10 10:34:46",2295,
11,2015,60.00,39,"2015-11-04 07:52:19","2015-11-10 12:12:54",2295,
11,2015,60.00,39,"2015-11-04 07:53:02","2015-11-10 12:36:53",2295,
11,2015,60.00,39,"2015-11-04 07:54:08","2015-11-10 11:48:39",2295,
11,2015,48.00,39,"2015-11-04 08:02:38","2015-11-10 08:53:30",2295,
11,2015,60.00,39,"2015-11-04 08:04:16","2015-11-10 11:09:24",2295,
11,2015,60.00,38,"2015-11-04 08:05:39","2015-11-10 10:42:34",2295,
11,2015,60.00,44,"2015-11-04 08:05:56","2015-11-10 11:11:09",2295,
11,2015,60.00,38,"2015-11-04 08:11:12","2015-11-10 09:06:08",2295,
11,2015,60.00,38,"2015-11-04 08:13:51","2015-11-10 08:06:05",2295,
11,2015,60.00,39,"2015-11-04 08:14:16","2015-11-10 09:00:26",2295,
11,2015,60.00,38,"2015-11-04 08:14:21","2015-11-10 11:59:50",2295,
11,2015,60.00,39,"2015-11-04 08:15:08","2015-11-10 10:04:21",2295,
11,2015,60.00,39,"2015-11-04 08:15:29","2015-11-10 12:10:57",2295,
11,2015,60.00,39,"2015-11-04 08:16:18","2015-11-10 10:43:26",2295,
11,2015,60.00,39,"2015-11-04 08:17:41","2015-11-10 08:27:56",2295,
11,2015,60.00,39,"2015-11-04 08:18:19","2015-11-10 08:26:41",2295,
11,2015,60.00,46,"2015-11-04 08:18:41","2015-11-10 09:15:24",2295,
11,2015,60.00,39,"2015-11-04 08:19:48","2015-11-10 11:26:38",2295,
11,2015,60.00,38,"2015-11-04 08:23:28","2015-11-10 08:12:01",2295,
11,2015,60.00,39,"2015-11-04 08:27:54","2015-11-10 12:23:21",2295,
11,2015,60.00,39,"2015-11-04 08:27:57","2015-11-10 11:00:11",2295,
11,2015,60.00,39,"2015-11-04 08:31:02","2015-11-10 11:49:34",2295,
11,2015,48.00,46,"2015-11-04 08:32:31","2015-11-10 09:07:30",2295,
11,2015,60.00,38,"2015-11-04 08:34:24","2015-11-10 10:02:21",2295,
11,2015,60.00,38,"2015-11-04 08:36:00","2015-11-10 09:22:20",2295,
11,2015,48.00,39,"2015-11-04 08:36:08","2015-11-10 12:30:42",2295,
11,2015,48.00,39,"2015-11-04 08:36:10","2015-11-10 10:56:21",2295,
11,2015,60.00,39,"2015-11-04 08:37:11","2015-11-10 10:36:07",2295,
11,2015,60.00,39,"2015-11-04 08:37:21","2015-11-10 11:26:07",2295,
11,2015,60.00,44,"2015-11-04 08:39:09","2015-11-10 10:25:23",2295,
11,2015,48.00,39,"2015-11-04 08:40:05","2015-11-10 10:28:50",2295,
11,2015,60.00,46,"2015-11-04 08:42:15","2015-11-10 10:56:48",2295,
11,2015,60.00,38,"2015-11-04 08:45:18","2015-11-10 12:03:24",2295,
11,2015,60.00,38,"2015-11-04 08:45:52","2015-11-10 09:58:35",2295,
11,2015,60.00,38,"2015-11-04 08:47:15","2015-11-10 09:23:11",2295,
11,2015,60.00,39,"2015-11-04 08:47:21","2015-11-10 11:16:39",2295,
11,2015,60.00,39,"2015-11-04 08:47:24","2015-11-10 10:00:02",2295,
11,2015,60.00,39,"2015-11-04 08:47:38","2015-11-10 09:20:08",2295,
11,2015,36.00,38,"2015-11-04 08:49:17","2015-11-10 10:29:12",2295,
11,2015,60.00,38,"2015-11-04 08:49:26","2015-11-10 09:18:28",2295,
11,2015,60.00,38,"2015-11-04 08:51:51","2015-11-10 11:17:48",2295,
11,2015,36.00,39,"2015-11-04 08:53:26","2015-11-10 08:30:10",2295,
11,2015,60.00,39,"2015-11-04 08:54:14","2015-11-10 12:34:00",2295,
11,2015,48.00,39,"2015-11-04 08:55:22","2015-11-10 12:12:25",2295,
11,2015,48.00,39,"2015-11-04 08:56:40","2015-11-10 12:10:06",2295,
11,2015,60.00,39,"2015-11-04 08:57:07","2015-11-10 08:04:26",2295,
11,2015,60.00,39,"2015-11-04 08:57:15","2015-11-10 11:26:20",2295,
11,2015,60.00,38,"2015-11-04 08:57:42","2015-11-10 10:09:46",2295,
11,2015,60.00,40,"2015-11-04 08:58:19","2015-11-10 10:06:15",2295,
11,2015,60.00,38,"2015-11-04 09:00:46","2015-11-10 11:12:22",2295,
11,2015,48.00,39,"2015-11-04 09:01:16","2015-11-10 08:49:11",2295,
11,2015,60.00,39,"2015-11-04 09:02:03","2015-11-10 12:06:59",2295,
11,2015,60.00,38,"2015-11-04 09:05:47","2015-11-10 09:17:02",2295,
11,2015,60.00,38,"2015-11-04 09:08:06","2015-11-10 09:14:51",2295,
11,2015,60.00,39,"2015-11-04 09:08:27","2015-11-10 10:03:50",2295,
11,2015,60.00,38,"2015-11-04 09:09:39","2015-11-10 11:29:07",2295,
11,2015,60.00,39,"2015-11-04 09:10:23","2015-11-10 10:55:06",2295,
11,2015,60.00,40,"2015-11-04 09:11:27","2015-11-10 10:06:28",2295,
11,2015,60.00,38,"2015-11-04 09:11:34","2015-11-10 08:39:22",2295,
11,2015,60.00,39,"2015-11-04 09:12:45","2015-11-10 10:24:02",2295,
11,2015,60.00,38,"2015-11-04 09:12:49","2015-11-10 11:27:36",2295,
11,2015,60.00,39,"2015-11-04 09:13:43","2015-11-10 11:08:25",2295,
11,2015,60.00,38,"2015-11-04 09:13:50","2015-11-10 11:56:37",2295,
11,2015,60.00,39,"2015-11-04 09:15:08","2015-11-10 08:50:08",2295,
11,2015,60.00,38,"2015-11-04 09:16:59","2015-11-10 11:21:43",2295,
11,2015,60.00,39,"2015-11-04 09:16:59","2015-11-10 12:04:07",2295,
11,2015,60.00,39,"2015-11-04 09:17:31","2015-11-10 08:10:36",2295,
11,2015,60.00,39,"2015-11-04 09:17:39","2015-11-10 08:25:59",2295,
11,2015,60.00,38,"2015-11-04 09:19:35","2015-11-10 12:09:37",2295,
11,2015,60.00,38,"2015-11-04 09:21:15","2015-11-10 12:09:16",2295,
11,2015,60.00,46,"2015-11-04 09:21:42","2015-11-10 11:07:40",2295,
11,2015,60.00,39,"2015-11-04 09:22:54","2015-11-10 12:18:21",2295,
11,2015,60.00,39,"2015-11-04 09:26:21","2015-11-10 09:36:36",2295,
11,2015,12.00,39,"2015-11-04 09:26:59","2015-11-10 09:47:23",2295,
11,2015,60.00,44,"2015-11-04 09:27:46","2015-11-10 10:30:24",2295,
11,2015,60.00,38,"2015-11-04 09:28:19","2015-11-10 09:06:49",2295,
11,2015,60.00,38,"2015-11-04 09:29:45","2015-11-10 10:11:14",2295,
11,2015,60.00,38,"2015-11-04 09:30:03","2015-11-10 09:08:02",2295,
11,2015,60.00,39,"2015-11-04 09:32:16","2015-11-10 08:45:04",2295,
11,2015,60.00,38,"2015-11-04 09:34:49","2015-11-10 09:05:35",2295,
11,2015,60.00,38,"2015-11-04 09:37:39","2015-11-10 09:46:11",2295,
11,2015,48.00,38,"2015-11-04 09:38:13","2015-11-10 12:24:39",2295,
11,2015,60.00,38,"2015-11-04 09:39:41","2015-11-10 08:34:19",2295,
11,2015,60.00,46,"2015-11-04 09:41:29","2015-11-10 12:10:48",2295,
11,2015,60.00,39,"2015-11-04 09:44:08","2015-11-10 09:05:18",2295,
11,2015,48.00,38,"2015-11-04 09:45:23","2015-11-10 09:52:50",2295,
11,2015,60.00,38,"2015-11-04 09:46:31","2015-11-10 12:32:48",2295,
11,2015,60.00,39,"2015-11-04 09:46:59","2015-11-10 12:13:04",2295,
11,2015,60.00,38,"2015-11-04 09:47:48","2015-11-10 10:10:03",2295,
11,2015,60.00,38,"2015-11-04 09:48:28","2015-11-10 10:19:07",2295,
11,2015,12.00,39,"2015-11-04 09:49:49","2015-11-10 08:55:05",2295,
11,2015,60.00,39,"2015-11-04 09:50:37","2015-11-10 09:07:47",2295,
11,2015,60.00,38,"2015-11-04 09:51:31","2015-11-10 08:34:42",2295,
11,2015,60.00,39,"2015-11-04 09:52:25","2015-11-10 11:09:46",2295,
11,2015,48.00,39,"2015-11-04 09:57:13","2015-11-10 11:25:26",2295,
11,2015,60.00,39,"2015-11-04 09:57:56","2015-11-10 08:28:51",2295,
11,2015,60.00,38,"2015-11-04 10:03:08","2015-11-10 10:22:15",2295,
11,2015,60.00,39,"2015-11-04 10:04:03","2015-11-10 12:02:25",2295,
11,2015,60.00,39,"2015-11-04 10:04:08","2015-11-10 08:16:16",2295,
11,2015,60.00,44,"2015-11-04 10:04:42","2015-11-10 12:11:27",2295,
11,2015,60.00,39,"2015-11-04 10:05:18","2015-11-10 11:57:21",2295,
11,2015,60.00,44,"2015-11-04 10:06:14","2015-11-10 11:26:13",2295,
11,2015,60.00,38,"2015-11-04 10:07:45","2015-11-10 11:52:56",2295,
11,2015,48.00,39,"2015-11-04 10:07:47","2015-11-10 11:13:49",2295,
11,2015,18.00,38,"2015-11-04 10:07:50","2015-11-10 11:28:33",2295,
11,2015,60.00,38,"2015-11-04 10:08:48","2015-11-10 10:29:45",2295,
11,2015,60.00,39,"2015-11-04 10:09:03","2015-11-10 12:43:08",2295,
11,2015,60.00,38,"2015-11-04 10:09:20","2015-11-10 08:10:50",2295,
11,2015,60.00,39,"2015-11-04 10:10:14","2015-11-10 11:21:50",2295,
11,2015,60.00,39,"2015-11-04 10:10:25","2015-11-10 12:33:26",2295,
11,2015,60.00,39,"2015-11-04 10:10:59","2015-11-10 08:56:49",2295,
11,2015,60.00,39,"2015-11-04 10:11:24","2015-11-10 12:00:19",2295,
11,2015,60.00,38,"2015-11-04 10:11:34","2015-11-10 08:48:58",2295,
11,2015,60.00,38,"2015-11-04 10:12:01","2015-11-10 11:30:47",2295,
11,2015,60.00,39,"2015-11-04 10:12:29","2015-11-10 09:25:04",2295,
11,2015,60.00,38,"2015-11-04 10:12:43","2015-11-10 08:51:33",2295,
11,2015,60.00,38,"2015-11-04 10:12:43","2015-11-10 09:08:11",2295,
11,2015,60.00,40,"2015-11-04 10:13:14","2015-11-10 12:07:41",2295,
11,2015,60.00,38,"2015-11-04 10:13:30","2015-11-10 10:18:03",2295,
11,2015,60.00,39,"2015-11-04 10:14:20","2015-11-10 12:08:35",2295,
11,2015,60.00,39,"2015-11-04 10:14:59","2015-11-10 11:25:12",2295,
11,2015,60.00,39,"2015-11-04 10:15:04","2015-11-10 12:18:46",2295,
11,2015,60.00,39,"2015-11-04 10:15:08","2015-11-10 08:32:57",2295,
11,2015,60.00,39,"2015-11-04 10:15:17","2015-11-10 08:33:08",2295,
11,2015,60.00,39,"2015-11-04 10:18:36","2015-11-10 10:11:59",2295,
11,2015,15.00,39,"2015-11-04 10:19:57","2015-11-10 08:45:50",2295,
11,2015,60.00,39,"2015-11-04 10:20:53","2015-11-10 12:06:53",2295,
11,2015,60.00,39,"2015-11-04 10:20:59","2015-11-10 10:03:44",2295,
11,2015,60.00,38,"2015-11-04 10:21:16","2015-11-10 11:24:46",2295,
11,2015,60.00,39,"2015-11-04 10:21:23","2015-11-10 08:07:50",2295,
11,2015,60.00,38,"2015-11-04 10:21:39","2015-11-10 10:27:14",2295,
11,2015,60.00,38,"2015-11-04 10:22:59","2015-11-10 10:48:24",2295,
11,2015,60.00,46,"2015-11-04 10:24:29","2015-11-10 10:13:45",2295,
11,2015,60.00,38,"2015-11-04 10:25:25","2015-11-10 11:06:36",2295,
11,2015,60.00,38,"2015-11-04 10:28:43","2015-11-10 09:06:57",2295,
11,2015,60.00,39,"2015-11-04 10:30:00","2015-11-10 12:00:07",2295,
11,2015,36.00,39,"2015-11-04 10:31:00","2015-11-10 10:54:49",2295,
11,2015,60.00,39,"2015-11-04 10:33:41","2015-11-10 08:52:28",2295,
11,2015,60.00,39,"2015-11-04 10:35:46","2015-11-10 08:08:07",2295,
11,2015,60.00,39,"2015-11-04 10:41:07","2015-11-10 11:28:07",2295,
11,2015,18.00,39,"2015-11-04 10:41:34","2015-11-10 08:18:31",2295,
11,2015,60.00,39,"2015-11-04 10:42:47","2015-11-10 08:50:21",2295,
11,2015,60.00,39,"2015-11-04 10:44:30","2015-11-10 09:01:54",2295,
11,2015,60.00,38,"2015-11-04 10:45:55","2015-11-10 08:03:26",2295,
11,2015,60.00,38,"2015-11-04 10:45:59","2015-11-10 10:13:15",2295,
11,2015,60.00,40,"2015-11-04 10:46:54","2015-11-10 10:02:47",2295,
11,2015,60.00,39,"2015-11-04 10:47:06","2015-11-10 12:05:07",2295,
11,2015,60.00,39,"2015-11-04 10:48:02","2015-11-10 08:10:20",2295,
11,2015,60.00,38,"2015-11-04 10:50:19","2015-11-10 11:59:58",2295,
11,2015,60.00,38,"2015-11-04 10:51:41","2015-11-10 10:18:48",2295,
11,2015,60.00,39,"2015-11-04 10:53:49","2015-11-10 10:54:08",2295,
11,2015,48.00,46,"2015-11-04 10:54:39","2015-11-10 08:17:47",2295,
11,2015,60.00,38,"2015-11-04 10:55:46","2015-11-10 10:12:33",2295,
11,2015,60.00,39,"2015-11-04 10:58:02","2015-11-10 11:27:47",2295,
11,2015,60.00,38,"2015-11-04 10:58:03","2015-11-10 11:09:55",2295,
11,2015,60.00,38,"2015-11-04 10:58:11","2015-11-10 11:43:45",2295,
11,2015,60.00,39,"2015-11-04 10:58:15","2015-11-10 10:43:19",2295,
11,2015,60.00,44,"2015-11-04 11:00:45","2015-11-10 10:48:37",2295,
11,2015,60.00,46,"2015-11-04 11:02:44","2015-11-10 11:07:53",2295,
11,2015,60.00,39,"2015-11-04 11:03:40","2015-11-10 12:22:16",2295,
11,2015,60.00,38,"2015-11-04 11:04:48","2015-11-10 10:07:49",2295,
11,2015,60.00,38,"2015-11-04 11:06:13","2015-11-10 10:59:19",2295,
11,2015,60.00,38,"2015-11-04 11:06:57","2015-11-10 10:58:53",2295,
11,2015,60.00,39,"2015-11-04 11:07:53","2015-11-10 11:56:10",2295,
11,2015,48.00,39,"2015-11-04 11:08:29","2015-11-10 12:07:58",2295,
11,2015,60.00,38,"2015-11-04 11:09:21","2015-11-10 10:48:04",2295,
11,2015,60.00,39,"2015-11-04 11:09:27","2015-11-10 10:18:12",2295,
11,2015,60.00,38,"2015-11-04 11:10:13","2015-11-10 09:01:06",2295,
11,2015,12.00,39,"2015-11-04 11:10:28","2015-11-10 11:57:47",2295,
11,2015,60.00,39,"2015-11-04 11:10:31","2015-11-10 11:19:41",2295,
11,2015,48.00,40,"2015-11-04 11:10:45","2015-11-10 10:37:19",2295,
11,2015,54.00,39,"2015-11-04 11:11:04","2015-11-10 09:50:53",2295,
11,2015,60.00,39,"2015-11-04 11:12:03","2015-11-10 10:53:28",2295,
11,2015,60.00,39,"2015-11-04 11:12:40","2015-11-10 11:24:54",2295,
11,2015,60.00,38,"2015-11-04 11:12:54","2015-11-10 08:11:18",2295,
11,2015,60.00,39,"2015-11-04 11:13:46","2015-11-10 11:57:30",2295,
11,2015,60.00,39,"2015-11-04 11:13:54","2015-11-10 10:39:23",2295,
11,2015,60.00,38,"2015-11-04 11:14:41","2015-11-10 08:22:25",2295,
11,2015,60.00,39,"2015-11-04 11:14:52","2015-11-10 11:32:52",2295,
11,2015,60.00,38,"2015-11-04 11:15:21","2015-11-10 11:04:41",2295,
11,2015,60.00,44,"2015-11-04 11:20:48","2015-11-10 09:44:39",2295,
11,2015,60.00,39,"2015-11-04 11:23:50","2015-11-10 10:07:24",2295,
11,2015,48.00,39,"2015-11-04 11:25:05","2015-11-10 09:56:29",2295,
11,2015,48.00,40,"2015-11-04 11:25:11","2015-11-10 10:15:11",2295,
11,2015,60.00,38,"2015-11-04 11:25:30","2015-11-10 12:03:13",2295,
11,2015,60.00,39,"2015-11-04 11:26:42","2015-11-10 10:38:09",2295,
11,2015,60.00,38,"2015-11-04 11:27:43","2015-11-10 09:00:01",2295,
11,2015,36.00,39,"2015-11-04 11:31:15","2015-11-10 10:21:49",2295,
11,2015,60.00,39,"2015-11-04 11:34:13","2015-11-10 08:29:16",2295,
11,2015,60.00,38,"2015-11-04 11:35:51","2015-11-10 09:16:30",2295,
11,2015,60.00,44,"2015-11-04 11:38:13","2015-11-10 11:20:51",2295,
11,2015,60.00,38,"2015-11-04 11:38:46","2015-11-10 10:51:40",2295,
11,2015,60.00,39,"2015-11-04 11:39:26","2015-11-10 11:42:13",2295,
11,2015,60.00,39,"2015-11-04 11:40:52","2015-11-10 11:23:22",2295,
11,2015,60.00,38,"2015-11-04 11:41:57","2015-11-10 10:42:58",2295,
11,2015,60.00,38,"2015-11-04 11:41:57","2015-11-10 08:20:38",2295,
11,2015,60.00,38,"2015-11-04 11:42:21","2015-11-10 08:59:21",2295,
11,2015,60.00,38,"2015-11-04 11:44:08","2015-11-10 10:14:58",2295,
11,2015,48.00,39,"2015-11-04 11:45:07","2015-11-10 08:58:26",2295,
11,2015,60.00,38,"2015-11-04 11:45:33","2015-11-10 10:20:11",2295,
11,2015,60.00,38,"2015-11-04 11:52:27","2015-11-10 08:58:48",2295,
11,2015,60.00,40,"2015-11-04 11:53:35","2015-11-10 10:06:09",2295,
11,2015,60.00,44,"2015-11-04 11:53:37","2015-11-10 12:19:52",2295,
11,2015,60.00,39,"2015-11-04 11:54:08","2015-11-10 10:34:30",2295,
11,2015,60.00,39,"2015-11-04 11:56:35","2015-11-10 09:04:06",2295,
11,2015,48.00,39,"2015-11-04 11:58:57","2015-11-10 10:26:15",2295,
11,2015,60.00,38,"2015-11-04 12:02:23","2015-11-10 09:23:53",2295,
11,2015,60.00,39,"2015-11-04 12:03:06","2015-11-10 12:20:48",2295,
11,2015,60.00,39,"2015-11-04 12:04:05","2015-11-10 12:25:52",2295,
11,2015,48.00,38,"2015-11-04 12:04:32","2015-11-10 09:00:54",2295,
11,2015,60.00,39,"2015-11-04 12:06:56","2015-11-10 10:10:28",2295,
11,2015,60.00,39,"2015-11-04 12:08:28","2015-11-10 11:10:05",2295,
11,2015,24.00,39,"2015-11-04 12:09:56","2015-11-10 10:23:33",2295,
11,2015,60.00,39,"2015-11-04 12:12:11","2015-11-10 09:19:04",2295,
11,2015,60.00,38,"2015-11-04 12:13:34","2015-11-10 10:03:37",2295,
11,2015,60.00,40,"2015-11-04 12:14:28","2015-11-10 10:47:04",2295,
11,2015,60.00,38,"2015-11-04 12:16:08","2015-11-10 11:24:29",2295,
11,2015,60.00,40,"2015-11-04 12:18:06","2015-11-10 11:37:43",2295,
11,2015,60.00,38,"2015-11-04 12:19:11","2015-11-10 08:58:32",2295,
11,2015,60.00,38,"2015-11-04 12:19:37","2015-11-10 08:34:58",2295,
11,2015,48.00,39,"2015-11-04 12:20:54","2015-11-10 08:55:48",2295,
11,2015,48.00,39,"2015-11-04 12:21:09","2015-11-10 11:20:13",2295,
11,2015,60.00,38,"2015-11-04 12:22:00","2015-11-10 09:21:47",2295,
11,2015,60.00,38,"2015-11-04 12:24:03","2015-11-10 12:16:45",2295,
11,2015,60.00,39,"2015-11-04 12:24:07","2015-11-10 10:03:57",2295,
11,2015,60.00,39,"2015-11-04 12:24:28","2015-11-10 08:05:48",2295,
11,2015,60.00,39,"2015-11-04 12:24:53","2015-11-10 08:41:23",2295,
11,2015,60.00,39,"2015-11-04 12:28:32","2015-11-10 12:43:42",2295,
11,2015,60.00,39,"2015-11-04 12:31:47","2015-11-10 10:59:46",2295,
11,2015,60.00,39,"2015-11-04 12:32:11","2015-11-10 08:21:36",2295,
11,2015,60.00,38,"2015-11-04 12:33:32","2015-11-10 11:52:39",2295,
11,2015,60.00,38,"2015-11-04 12:35:22","2015-11-10 11:24:20",2295,
11,2015,60.00,38,"2015-11-04 12:38:54","2015-11-10 11:19:27",2295,
11,2015,60.00,38,"2015-11-04 12:39:46","2015-11-10 10:12:14",2295,
11,2015,60.00,38,"2015-11-04 12:40:08","2015-11-10 08:35:45",2295,
11,2015,60.00,39,"2015-11-04 12:40:50","2015-11-10 09:02:02",2295,
11,2015,60.00,46,"2015-11-04 12:43:46","2015-11-10 09:54:50",2295,
11,2015,60.00,39,"2015-11-04 12:46:46","2015-11-10 11:47:03",2295,
11,2015,30.00,38,"2015-11-04 12:47:53","2015-11-10 11:22:38",2295,
11,2015,60.00,38,"2015-11-04 12:47:57","2015-11-10 10:06:52",2295,
11,2015,60.00,38,"2015-11-04 12:48:42","2015-11-10 11:54:42",2295,
11,2015,60.00,39,"2015-11-04 12:49:39","2015-11-10 11:38:06",2295,
11,2015,48.00,39,"2015-11-04 12:50:38","2015-11-10 09:01:15",2295,
11,2015,60.00,40,"2015-11-04 12:51:46","2015-11-10 10:20:19",2295,
11,2015,60.00,39,"2015-11-04 12:52:58","2015-11-10 10:55:20",2295,
11,2015,60.00,39,"2015-11-04 12:53:46","2015-11-10 11:49:53",2295,
11,2015,48.00,38,"2015-11-04 12:53:48","2015-11-10 11:45:01",2295,
11,2015,60.00,38,"2015-11-04 12:55:50","2015-11-10 08:17:02",2295,
11,2015,60.00,38,"2015-11-04 12:58:06","2015-11-10 10:54:24",2295,
11,2015,60.00,40,"2015-11-04 13:00:52","2015-11-10 08:37:56",2295,
11,2015,60.00,39,"2015-11-04 13:01:57","2015-11-10 08:52:03",2295,
11,2015,60.00,39,"2015-11-04 13:02:06","2015-11-10 10:14:37",2295,
11,2015,48.00,38,"2015-11-04 13:03:09","2015-11-10 10:16:46",2295,
11,2015,60.00,39,"2015-11-04 13:04:40","2015-11-10 08:24:36",2295,
11,2015,60.00,39,"2015-11-04 13:07:02","2015-11-10 08:47:53",2295,
11,2015,60.00,38,"2015-11-04 13:09:05","2015-11-10 12:30:48",2295,
11,2015,48.00,38,"2015-11-04 13:09:06","2015-11-10 09:47:36",2295,
11,2015,60.00,39,"2015-11-04 13:09:18","2015-11-10 10:56:41",2295,
11,2015,60.00,39,"2015-11-04 13:10:43","2015-11-10 08:11:04",2295,
11,2015,60.00,39,"2015-11-04 13:11:03","2015-11-10 10:43:09",2295,
11,2015,60.00,44,"2015-11-04 13:14:47","2015-11-10 11:23:31",2295,
11,2015,60.00,39,"2015-11-04 13:14:49","2015-11-10 10:58:00",2295,
11,2015,60.00,38,"2015-11-04 13:17:33","2015-11-10 10:15:58",2295,
11,2015,,41,"2015-11-04 13:18:57",,,
11,2015,60.00,44,"2015-11-04 13:19:11","2015-11-10 08:28:43",2295,
11,2015,60.00,39,"2015-11-04 13:21:31","2015-11-10 11:19:19",2295,
11,2015,60.00,39,"2015-11-04 13:23:25","2015-11-10 09:09:43",2295,
11,2015,60.00,38,"2015-11-04 13:24:08","2015-11-10 10:35:27",2295,
11,2015,60.00,40,"2015-11-04 13:24:16","2015-11-10 10:15:20",2295,
11,2015,60.00,38,"2015-11-04 13:27:36","2015-11-10 11:07:08",2295,
11,2015,60.00,38,"2015-11-04 13:31:32","2015-11-10 08:32:43",2295,
